"","ZEB1","VIM","TWIST1","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR129","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",-0.0843810351548559,-0.0154334585478434,0.0260758793506812,-0.0168247582054538,-0.0164994477109362,-0.0108822835779546,-0.0567342935393634,-0.0154334585478434,-0.0108822835779546,0.0260758793506812,-0.0108822835779546,-0.0108822835779546,-0.0273959410273478,-0.0108822835779546,0,-0.0108822835779546,-0.0166531266658829,-0.0544581238695863,0.0273959410273478,-0.0273959410273478
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"TWIST1",-0.145465026875841,0.0579482196724843,0.0417299198844765,-0.0897493708380435,-0.021881473223929,0.136766349074866,0.0707054357612649,0.0579482196724843,0.136766349074866,-0.0712382403201286,0.136766349074866,0.136766349074866,-0.142303808358254,0.136766349074866,0,0.136766349074866,-0.0771810272808578,-0.0684307044072676,0.142303808358254,-0.142303808358254
"TGFB",0.0709663302011453,0.0233036452100116,-0.0347710729372411,-0.0138032431378483,0.0123942452490209,-0.0715401127522708,-0.0881874270329692,0.0233036452100116,-0.0715401127522708,-0.0347710729372411,-0.0715401127522708,-0.0715401127522708,0.0861073792475579,-0.0715401127522708,0,-0.0715401127522708,-0.0217216742924327,-0.074869114230908,-0.0861073792475579,0.0861073792475579
"SNAIL1",0.0803621677440833,0.0245193138277514,-0.0339049431697285,-0.025813644568045,-0.0854073376113196,-0.0709663302011453,-0.0887007093382371,0.0245193138277514,-0.0709663302011453,-0.0339049431697285,-0.0709663302011453,-0.0709663302011453,0.0715401127522708,-0.0709663302011453,0,-0.0709663302011453,-0.0147670101576119,-0.0741515181776863,-0.0715401127522708,0.0715401127522708
"MIR340",0.0108822835779546,0.00703044201878064,0.0262940158417999,-0.0203044330022018,-0.00503738323682356,0.0273959410273478,-0.0322232352319242,0.00703044201878064,0.0273959410273478,0.0262940158417999,0.0273959410273478,0.0273959410273478,-0.0364868501182569,0.0273959410273478,0,0.0273959410273478,-0.0129121194716383,-0.0347809992884106,0.0364868501182569,-0.0364868501182569
"MIR34",0.0709663302011453,0.0233036452100116,-0.0347710729372411,-0.0138032431378483,0.0123942452490209,-0.0715401127522708,-0.0881874270329692,0.0233036452100116,-0.0715401127522708,-0.0347710729372411,-0.0715401127522708,-0.0715401127522708,0.0861073792475579,-0.0715401127522708,0,-0.0715401127522708,-0.0217216742924327,-0.074869114230908,-0.0861073792475579,0.0861073792475579
"MIR200",0.0204121579578179,-0.112534958337248,0.0520932867413871,0.00119495131765019,-0.0577602048287112,0.00814169900932322,0.05214710821677,-0.112534958337248,0.00814169900932322,0.0520932867413871,0.00814169900932322,0.00814169900932322,-0.0167999268574245,0.00814169900932322,0,0.00814169900932322,-0.0336622250266796,0.0403774510595959,0.0167999268574245,-0.0167999268574245
"MIR190",-0.0715401127522708,-0.0128558840159818,0.0280398806803119,-0.0891839545861915,-0.0101658329927535,0.0861073792475579,0.0955453741395416,-0.0128558840159818,0.0861073792475579,0.0280398806803119,0.0861073792475579,0.0861073792475579,-0.0941274293728711,0.0861073792475579,0,0.0861073792475579,0.0271410736711003,0.0789281548213139,0.0941274293728711,-0.0941274293728711
"MIR129",0.136766349074866,-0.063768977294905,-0.136029083064393,0.102344468048525,0.020413104896771,-0.142303808358254,-0.0716909608613573,-0.063768977294905,-0.142303808358254,0.0769144108668197,-0.142303808358254,-0.142303808358254,0.160634657836645,-0.142303808358254,0,-0.142303808358254,0.0667498157818845,0.0683795142357806,-0.160634657836645,0.160634657836645
