"","ZEB1","VIM","TWIST1","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR129","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",0.136015953392617,-0.206157873045744,0.050235329801205,0.196613495441482,-0.0287439252165438,-0.235394582301652,-0.206157873045744,-0.177010506011317,0.235394582301652,0.0355860110921396,-0.235394582301652,-0.235394582301652,0.234590292757416,-0.235394582301652,0,0.235394582301652,0.191000115797026,-0.1811959808586,0.234590292757416,0.234590292757416
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0
"TWIST1",0.0218073873157642,-0.0101844735290201,-0.0561893552305732,0.0168870172499081,-0.0144123489784106,-0.0221031423609973,-0.0101844735290201,-0.0148066622073808,0.0221031423609973,-0.104851165467031,-0.0221031423609973,-0.0221031423609973,0.0220780859841494,-0.0221031423609973,0,0.0221031423609973,0.101401940931281,-0.0757289580315959,0.0220780859841494,0.0220780859841494
"TGFB",-0.145749675549073,0.028909591395812,-0.060267918958063,-0.160233365900782,-0.00871895512332808,0.145175892997948,0.028909591395812,0.118530155696568,-0.145175892997948,-0.0119350558293275,0.145175892997948,0.145175892997948,-0.144661754180467,0.145175892997948,0,-0.145175892997948,-0.0748046208044465,0.138610087879255,-0.144661754180467,-0.144661754180467
"SNAIL1",-0.145830499958045,0.0296750123773519,-0.0593410081542338,-0.160672176237203,-0.108678983902607,0.145749675549073,0.0296750123773519,0.1184671210275,-0.145749675549073,-0.0106738493257566,0.145749675549073,0.145749675549073,-0.145175892997948,0.145749675549073,0,-0.145749675549073,-0.0753030779608671,0.138834336645887,-0.145175892997948,-0.145175892997948
"MIR340",-0.235394582301652,0.20581058735757,-0.049331621480856,-0.195345202758555,0.0291021147313598,0.234590292757416,0.20581058735757,0.176370769217312,-0.234590292757416,-0.0353055498892727,0.234590292757416,0.234590292757416,-0.233315866249345,0.234590292757416,0,-0.234590292757416,-0.190568461120767,0.180678161790674,-0.233315866249345,-0.233315866249345
"MIR34",-0.145749675549073,0.028909591395812,-0.060267918958063,-0.160233365900782,-0.00871895512332808,0.145175892997948,0.028909591395812,0.118530155696568,-0.145175892997948,-0.0119350558293275,0.145175892997948,0.145175892997948,-0.144661754180467,0.145175892997948,0,-0.145175892997948,-0.0748046208044465,0.138610087879255,-0.144661754180467,-0.144661754180467
"MIR200",-0.15184419882556,0.218829542074852,0.0646798765631857,-0.14662606475645,-0.0301860780511148,0.151580624761248,0.218829542074852,0.0468402529093306,-0.151580624761248,0.0325128330610027,0.151580624761248,0.151580624761248,-0.150719865267577,0.151580624761248,0,-0.151580624761248,-0.126551773645471,0.0351739627523389,-0.150719865267577,-0.150719865267577
"MIR190",-0.145175892997948,0.0286739276094805,-0.0586401142946226,-0.0596169600212182,-0.00765117425053328,0.144661754180467,0.0286739276094805,0.118137382719349,-0.144661754180467,-0.0125949766388303,0.144661754180467,0.144661754180467,-0.144912380746883,0.144661754180467,0,-0.144661754180467,-0.0755295086194275,0.137893786598595,-0.144912380746883,-0.144912380746883
"MIR129",0.0221031423609973,-0.0101536758696422,0.0456411887024812,0.016689778591131,-0.0131635497469024,-0.0220780859841494,-0.0101536758696422,-0.0148066622073808,0.0220780859841494,-0.105923621653272,-0.0220780859841494,-0.0220780859841494,0.0204387417218543,-0.0220780859841494,0,0.0220780859841494,0.099841365982616,-0.0762664548322101,0.0204387417218543,0.0204387417218543
"MIR1199",-0.235394582301652,0.20581058735757,-0.049331621480856,-0.195345202758555,0.0291021147313598,0.234590292757416,0.20581058735757,0.176370769217312,-0.234590292757416,-0.0353055498892727,0.234590292757416,0.234590292757416,-0.233315866249345,0.234590292757416,0,-0.234590292757416,-0.190568461120767,0.180678161790674,-0.233315866249345,-0.233315866249345
"HAS2",0.234590292757416,-0.205494465123639,0.0494229456817692,0.193316217251309,-0.0287236852138575,-0.233315866249345,-0.205494465123639,-0.17510628028159,0.233315866249345,0.0333877416700946,-0.233315866249345,-0.233315866249345,0.129499072356215,-0.233315866249345,0,0.233315866249345,0.188368319176126,-0.18014999277659,0.229499072356215,0.229499072356215
"HA",-0.235394582301652,0.20581058735757,-0.049331621480856,-0.195345202758555,0.0291021147313598,0.234590292757416,0.20581058735757,0.176370769217312,-0.234590292757416,-0.0353055498892727,0.234590292757416,0.234590292757416,-0.233315866249345,0.234590292757416,0,-0.234590292757416,-0.190568461120767,0.180678161790674,-0.233315866249345,-0.233315866249345
"GRHL2",0.0595320406574341,-0.0467904887297579,0.0513204531390256,0.0498390980285919,-0.0400677470379556,-0.0592673736966931,-0.0467904887297579,-0.0452331410704572,0.0592673736966931,0.0427613336842575,-0.0592673736966931,-0.0592673736966931,0.0592673736966931,-0.0592673736966931,0,0.0592673736966931,0.0468197152649523,-0.047622978157359,0.0592673736966931,-0.0407326263033069
"EXTGFB",0.145749675549073,-0.028909591395812,0.060267918958063,0.160233365900782,0.00871895512332808,-0.145175892997948,-0.028909591395812,-0.118530155696568,0.145175892997948,0.0119350558293275,-0.145175892997948,-0.145175892997948,0.144661754180467,-0.145175892997948,0,0.145175892997948,0.0748046208044465,-0.138610087879255,0.144661754180467,0.144661754180467
"ESRP1",0.234590292757416,-0.205494465123639,0.0494229456817692,0.193316217251309,-0.0287236852138575,-0.233315866249345,-0.205494465123639,-0.17510628028159,0.233315866249345,0.0333877416700946,-0.233315866249345,-0.233315866249345,0.229499072356215,-0.233315866249345,0,0.233315866249345,0.188368319176126,-0.18014999277659,0.329499072356215,0.229499072356215
"EMT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0
