"","ZEB1","VIM","TWIST1","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR129","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",0.00852026654904025,-0.122544910219848,-0.0533720596793015,-0.119675492303044,0.0263702592289265,-0.108082250861967,0.0902277502467489,0.122544910219848,-0.108082250861967,0.0533720596793015,0.108082250861967,0.108082250861967,-0.108767386399649,-0.108082250861967,0,-0.108082250861967,0.102692029425828,-0.0870592969720331,0.108767386399649,0.108767386399649
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0
"TWIST1",0.00986054912384127,-0.000793377254267265,-0.016139274143875,-0.00527178603489723,0.026313808903657,-0.0105564433479192,0.0151355275336092,0.000793377254267265,-0.0105564433479192,-0.00194356918067364,0.0105564433479192,0.0105564433479192,-0.00937879363606755,-0.0105564433479192,0,-0.0105564433479192,0.121402097340973,-0.161945925166488,0.00937879363606755,0.00937879363606755
"TGFB",-0.0866344202966666,0.104230822775881,-0.11783680040836,0.131991362857894,0.0177854639005128,0.0862077614765989,0.0158318073853298,-0.104230822775881,0.0862077614765989,0.11783680040836,-0.0862077614765989,-0.0862077614765989,0.08697896970282,0.0862077614765989,0,0.0862077614765989,-0.0579016408030918,-0.00763611573896182,-0.08697896970282,-0.08697896970282
"SNAIL1",-0.0863919470697521,0.104023708863229,-0.117335356858747,0.131877597215118,-0.0814870598823635,0.0866344202966666,0.0151024062146859,-0.104023708863229,0.0866344202966666,0.117335356858747,-0.0866344202966666,-0.0866344202966666,0.0862077614765989,0.0866344202966666,0,0.0866344202966666,-0.0573557115365359,-0.00688861985018921,-0.0862077614765989,-0.0862077614765989
"MIR340",-0.108082250861967,0.12230729369636,0.0540264691526577,0.119773053278653,-0.0255561921497992,0.108767386399649,-0.0913061636994997,-0.12230729369636,0.108767386399649,-0.0540264691526577,-0.108767386399649,-0.108767386399649,0.107832806960397,0.108767386399649,0,0.108767386399649,-0.101924643334701,0.0881863149434008,-0.107832806960397,-0.107832806960397
"MIR34",-0.0866344202966666,0.104230822775881,-0.11783680040836,0.131991362857894,0.0177854639005128,0.0862077614765989,0.0158318073853298,-0.104230822775881,0.0862077614765989,0.11783680040836,-0.0862077614765989,-0.0862077614765989,0.08697896970282,0.0862077614765989,0,0.0862077614765989,-0.0579016408030918,-0.00763611573896182,-0.08697896970282,-0.08697896970282
"MIR200",-0.0942907746241542,0.00677294291028569,0.122423306728013,-0.0975692083791726,-0.0726604461122387,0.0943786326455916,-0.180510795472357,-0.00677294291028569,0.0943786326455916,-0.122423306728013,-0.0943786326455916,-0.0943786326455916,0.0945305313797688,0.0943786326455916,0,0.0943786326455916,-0.0846807709252097,0.166384198665958,-0.0945305313797688,-0.0945305313797688
"MIR190",-0.0862077614765989,0.103942789259254,-0.117000900716323,0.231469788652109,0.0189925205393243,0.08697896970282,0.0146011187233764,-0.103942789259254,0.08697896970282,0.117000900716323,-0.08697896970282,-0.08697896970282,0.0852245837379077,0.08697896970282,0,0.08697896970282,-0.0566934944447901,-0.00639886807236751,-0.0852245837379077,-0.0852245837379077
"MIR129",-0.0105564433479192,0.00131693746369135,-0.0851682572368782,0.0055253785961821,-0.0281664231482021,0.00937879363606755,-0.0131644773334244,-0.00131693746369135,0.00937879363606755,0.00327760004648583,-0.00937879363606755,-0.00937879363606755,0.0114652317880795,0.00937879363606755,0,0.00937879363606755,-0.122880536766024,0.159923913392748,-0.0114652317880795,-0.0114652317880795
"MIR1199",-0.108082250861967,0.12230729369636,0.0540264691526577,0.119773053278653,-0.0255561921497992,0.108767386399649,-0.0913061636994997,-0.12230729369636,0.108767386399649,-0.0540264691526577,-0.108767386399649,-0.108767386399649,0.107832806960397,0.108767386399649,0,0.108767386399649,-0.101924643334701,0.0881863149434008,-0.107832806960397,-0.107832806960397
"HAS2",0.108767386399649,-0.123044912242198,-0.0526566061389591,-0.119096724776238,0.0272591249785598,-0.107832806960397,0.089409430295917,0.123044912242198,-0.107832806960397,0.0526566061389591,0.107832806960397,0.107832806960397,-0.208596165739023,-0.107832806960397,0,-0.107832806960397,0.102563394221855,-0.0861616670560768,0.108596165739023,0.108596165739023
"HA",-0.108082250861967,0.12230729369636,0.0540264691526577,0.119773053278653,-0.0255561921497992,0.108767386399649,-0.0913061636994997,-0.12230729369636,0.108767386399649,-0.0540264691526577,-0.108767386399649,-0.108767386399649,0.107832806960397,0.108767386399649,0,0.108767386399649,-0.101924643334701,0.0881863149434008,-0.107832806960397,-0.107832806960397
"GRHL2",-0.00460315965722774,0.00478629154317969,0.054283152909214,0.00629291868444992,-0.0376975469998457,0.00535304937932743,-0.00304578554213703,-0.00478629154317969,0.00535304937932743,-0.054283152909214,-0.00535304937932743,-0.00535304937932743,0.0044613296341045,0.00535304937932743,0,0.00535304937932743,-0.00184719011731773,0.001518372309345,-0.0044613296341045,-0.104461329634105
"EXTGFB",-0.0866344202966666,0.104230822775881,-0.11783680040836,0.131991362857894,0.0177854639005128,0.0862077614765989,0.0158318073853298,-0.104230822775881,0.0862077614765989,0.11783680040836,-0.0862077614765989,-0.0862077614765989,0.08697896970282,0.0862077614765989,0,0.0862077614765989,-0.0579016408030918,-0.00763611573896182,-0.08697896970282,-0.08697896970282
"ESRP1",-0.108767386399649,0.123044912242198,0.0526566061389591,0.119096724776238,-0.0272591249785598,0.107832806960397,-0.089409430295917,-0.123044912242198,0.107832806960397,-0.0526566061389591,-0.107832806960397,-0.107832806960397,0.108596165739023,0.107832806960397,0,0.107832806960397,-0.102563394221855,0.0861616670560768,-0.208596165739023,-0.108596165739023
"EMT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0
