"","ZEB1","VIM","TWIST1","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR129","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",-0.0353377276541722,-0.0756663379274769,-0.0518221439540143,-0.00119237718046061,0.0611404911943475,-0.065161406500865,0.0667895328123449,-0.0756663379274769,-0.065161406500865,0.0811263772869223,0.065161406500865,-0.065161406500865,-0.0660252730483777,-0.065161406500865,0,0.065161406500865,0.0747900832973091,-0.0705419869566273,-0.0660252730483777,-0.0660252730483777
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0
"TWIST1",0.0119945154558872,-0.00619573606878277,-0.0789330731880956,0.000735764381808076,-0.00605709988825195,-0.011716157766256,0.00877450511077956,-0.00619573606878277,-0.011716157766256,-0.152672971087814,0.011716157766256,-0.011716157766256,-0.0123425671874537,-0.011716157766256,0,0.011716157766256,-0.104889024717265,0.0830347550159927,-0.0123425671874537,-0.0123425671874537
"TGFB",0.0691752994789072,0.0241668041398005,0.0187474378250509,0.0728818774326189,-0.0167762725489195,-0.0693077108368592,0.0939051155355452,0.0241668041398005,-0.0693077108368592,-0.0770448866343823,0.0693077108368592,-0.0693077108368592,-0.0687935720193785,-0.0693077108368592,0,0.0693077108368592,0.0188794402810041,-0.0829360977892118,-0.0687935720193785,-0.0687935720193785
"SNAIL1",-0.0690641659165713,-0.0242838685252125,-0.0187626330841301,-0.0728331207285721,-0.0833116641366669,0.0691752994789072,-0.0938600907719252,-0.0242838685252125,0.0691752994789072,0.0770904724116198,-0.0691752994789072,0.0691752994789072,0.0693077108368592,0.0691752994789072,0,-0.0691752994789072,-0.0190930647766129,0.0829061979536609,0.0693077108368592,0.0693077108368592
"MIR340",-0.065161406500865,0.0759770672274221,0.0509184356336653,0.00142001945688338,-0.0610102404616872,0.0660252730483777,-0.0675389387710362,0.0759770672274221,0.0660252730483777,-0.0809705655075518,-0.0660252730483777,0.0660252730483777,0.0640711524026682,0.0660252730483777,0,-0.0660252730483777,-0.0739267739447911,0.0712730256407577,0.0640711524026682,0.0640711524026682
"MIR34",-0.0691752994789072,-0.0241668041398005,-0.0187474378250509,-0.0728818774326189,0.0167762725489195,0.0693077108368592,-0.0939051155355452,-0.0241668041398005,0.0693077108368592,0.0770448866343823,-0.0693077108368592,0.0693077108368592,0.0687935720193785,0.0693077108368592,0,-0.0693077108368592,-0.0188794402810041,0.0829360977892118,0.0687935720193785,0.0687935720193785
"MIR200",0.0776742147688051,-0.000900723456148185,0.0316936339367188,0.192140332538584,-0.02797058155802,-0.0779729320416921,0.17119146173729,-0.000900723456148185,-0.0779729320416921,-0.0630791142983191,0.0779729320416921,-0.0779729320416921,-0.0768083750796668,-0.0779729320416921,0,0.0779729320416921,0.0875747627949548,-0.175496695894895,-0.0768083750796668,-0.0768083750796668
"MIR190",-0.0693077108368592,-0.0245595771170197,-0.0187914325456845,-0.17273962992195,0.0166834220382417,0.0687935720193785,-0.0936694517492137,-0.0245595771170197,0.0687935720193785,0.0769129024724818,-0.0687935720193785,0.0687935720193785,0.0687935720193785,0.0687935720193785,0,-0.0687935720193785,-0.0187068479441038,0.08287097949097,0.0687935720193785,0.0687935720193785
"MIR129",0.011716157766256,-0.00641131968442798,0.0212238305775947,0.000820295235569698,-0.00579636158716783,-0.0123425671874537,0.00932886297958153,-0.00641131968442798,-0.0123425671874537,-0.153169962978998,0.0123425671874537,-0.0123425671874537,-0.0132367549668874,-0.0123425671874537,0,0.0123425671874537,-0.104437279337389,0.0826764238155832,-0.0132367549668874,-0.0132367549668874
"MIR1199",-0.065161406500865,0.0759770672274221,0.0509184356336653,0.00142001945688338,-0.0610102404616872,0.0660252730483777,-0.0675389387710362,0.0759770672274221,0.0660252730483777,-0.0809705655075518,-0.0660252730483777,0.0660252730483777,0.0640711524026682,0.0660252730483777,0,-0.0660252730483777,-0.0739267739447911,0.0712730256407577,0.0640711524026682,0.0640711524026682
"HAS2",-0.0660252730483777,0.0751340746036075,0.051557705040058,0.00170987452934715,-0.0604425961854336,0.0640711524026682,-0.065958327601384,0.0751340746036075,0.0640711524026682,-0.0825230769230769,-0.0640711524026682,0.0640711524026682,0.16178107606679,0.0640711524026682,0,-0.0640711524026682,-0.0724363552080984,0.0703927439506169,0.0617810760667904,0.0617810760667904
"HA",-0.065161406500865,0.0759770672274221,0.0509184356336653,0.00142001945688338,-0.0610102404616872,0.0660252730483777,-0.0675389387710362,0.0759770672274221,0.0660252730483777,-0.0809705655075518,-0.0660252730483777,0.0660252730483777,0.0640711524026682,0.0660252730483777,0,-0.0660252730483777,-0.0739267739447911,0.0712730256407577,0.0640711524026682,0.0640711524026682
"GRHL2",-0.0170327393683322,0.0116518810670701,-0.0519734697742372,-0.00228151642271219,0.0554994661342952,0.0158858492051209,-0.0218310674736571,0.0116518810670701,0.0158858492051209,0.0694390479564445,-0.0158858492051209,0.0158858492051209,0.0167775689503438,0.0158858492051209,0,-0.0158858492051209,-0.0168947376876647,0.022548513522647,0.0167775689503438,0.116777568950344
"EXTGFB",0.0691752994789072,0.0241668041398005,0.0187474378250509,0.0728818774326189,-0.0167762725489195,-0.0693077108368592,0.0939051155355452,0.0241668041398005,-0.0693077108368592,-0.0770448866343823,0.0693077108368592,-0.0693077108368592,-0.0687935720193785,-0.0693077108368592,0,0.0693077108368592,0.0188794402810041,-0.0829360977892118,-0.0687935720193785,-0.0687935720193785
"ESRP1",-0.0660252730483777,0.0751340746036075,0.051557705040058,0.00170987452934715,-0.0604425961854336,0.0640711524026682,-0.065958327601384,0.0751340746036075,0.0640711524026682,-0.0825230769230769,-0.0640711524026682,0.0640711524026682,0.0617810760667904,0.0640711524026682,0,-0.0640711524026682,-0.0724363552080984,0.0703927439506169,-0.0382189239332097,0.0617810760667904
"EMT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0
"CD44s",0.065161406500865,-0.0759770672274221,-0.0509184356336653,-0.00142001945688338,0.0610102404616872,-0.0660252730483777,0.0675389387710362,-0.0759770672274221,-0.0660252730483777,0.0809705655075518,0.0660252730483777,-0.0660252730483777,-0.0640711524026682,-0.0660252730483777,0,0.0660252730483777,0.0739267739447911,-0.0712730256407577,-0.0640711524026682,-0.0640711524026682
"CD24",-0.065161406500865,0.0759770672274221,0.0509184356336653,0.00142001945688338,-0.0610102404616872,0.0660252730483777,-0.0675389387710362,0.0759770672274221,0.0660252730483777,-0.0809705655075518,-0.0660252730483777,0.0660252730483777,0.0640711524026682,0.0660252730483777,0,-0.0660252730483777,-0.0739267739447911,0.0712730256407577,0.0640711524026682,0.0640711524026682
